Layer,Run Time,Build Time,Compression Ratio,Bits per Symbol
0,0.20358729362487793,0.42303967475891113,1.2442844284428443,6.429398148148148
1,0.07292675971984863,0.20226216316223145,1.411764705882353,5.666666666666667
2,0.12871193885803223,0.4098801612854004,1.1613269067195917,6.888671875
3,0.4340946674346924,0.20360302925109863,1.2016428711128495,6.657552083333333
4,0.26502275466918945,0.4100008010864258,1.2253146605211842,6.528935185185185
5,0.668215274810791,0.20555353164672852,1.1193295682273638,7.147135416666667
6,1.0264308452606201,0.4110903739929199,1.162608805348808,6.881076388888889
7,0.3929140567779541,0.21133804321289062,1.1855917667238423,6.747685185185185
8,1.008232593536377,0.40582704544067383,1.172668278406922,6.822048611111111
9,1.0380878448486328,0.2002558708190918,1.1940917336097434,6.699652777777778
10,0.36486124992370605,0.3973996639251709,1.3164042661249364,6.077160493827161
11,1.3917019367218018,0.5134515762329102,1.1536944887803962,6.934244791666667
12,1.9312596321105957,0.21219491958618164,1.1697008638537874,6.83935546875
13,0.557091236114502,0.41035914421081543,1.3008374894137573,6.1498842592592595
14,2.2692031860351562,0.21242618560791016,1.141132495995171,7.010579427083333
15,1.9346027374267578,0.21028876304626465,1.1661763310240105,6.860026041666667
16,0.5607762336730957,0.401623010635376,1.225531914893617,6.527777777777778
17,1.9165892601013184,0.4122304916381836,1.1448002794922558,6.988118489583333
18,1.9210102558135986,0.2072446346282959,1.182846416710786,6.763346354166667
19,0.5262949466705322,0.20381402969360352,1.2215251391711583,6.549189814814815
20,4.254009962081909,0.39484095573425293,1.1486393325777315,6.964762369791667
21,10.413864374160767,0.49666404724121094,1.1977848583247535,6.678995768229167
22,1.323469877243042,0.27469754219055176,1.293594722313199,6.18431712962963
23,10.3952956199646,0.48902058601379395,1.1670069803884324,6.855143229166667
24,10.702521085739136,0.2672889232635498,1.167887374142386,6.8499755859375
25,1.230743408203125,0.5090570449829102,1.445722652164819,5.533564814814815
26,10.490864515304565,0.2737398147583008,1.16534686329366,6.864908854166667
27,10.10318660736084,0.5049276351928711,1.1541143735985067,6.931722005208333
28,1.0264711380004883,0.258228063583374,1.2295650627056836,6.5063657407407405
29,9.835775375366211,0.48047351837158203,1.19573057625057,6.690470377604167
30,10.429455280303955,0.2550525665283203,1.1725190839694657,6.822916666666667
31,1.0200021266937256,0.4126758575439453,1.3978462005156984,5.723090277777778
32,17.225743770599365,0.19238901138305664,1.1869310086691942,6.740071614583333
33,31.3828866481781,0.41608309745788574,1.1846710050614606,6.7529296875
34,1.693981647491455,0.19513893127441406,1.4466808525482262,5.5298996913580245
35,32.377890825271606,0.20044207572937012,1.126329082983664,7.102719907407407
36,31.234771728515625,0.3969409465789795,1.2873793358341652,6.214174623842593
37,1.6028759479522705,0.46651291847229004,1.3624178712220762,5.871913580246914
38,31.491700649261475,0.22334671020507812,1.2567629762209154,6.365559895833333
39,32.472209215164185,0.4303140640258789,1.2202851215959747,6.555844907407407
40,1.414564609527588,0.24462246894836426,1.244060475161987,6.430555555555555
41,83.69410133361816,0.2302708625793457,1.1247597254004578,7.112630208333333
42,199.90226984024048,0.4428412914276123,1.2896725440806045,6.203125
43,3.171063184738159,0.428753137588501,1.3929586263880211,5.743171296296296
44,224.23166751861572,0.2040393352508545,1.126218397283438,7.10341796875
45,205.15288591384888,0.4564168453216553,1.2250904261894981,6.5301302083333335
46,2.7842493057250977,0.23255062103271484,1.349973633327474,5.926041666666666
47,220.06937623023987,0.4596750736236572,1.149485500467727,6.959635416666667
48,199.743971824646,0.20349526405334473,1.2646138646467973,6.326041666666667
49,2.4885334968566895,0.22015810012817383,1.4735854688099603,5.4289351851851855
50,875.1537022590637,0.4371931552886963,1.1108740539309103,7.201536458333333
